FID,API,API10,CompanyNam,County,Latitude,Longitude,Owner,OwnerName2,PermitDate,Township,WellName,WellNumber,WellStatus,meta_sourc,AltName_20,CompanyN_1,Vol_InDist,Vol_OutDis,AltName_21,CompanyN_2,Vol_InDi_1,Vol_OutD_1,AltName_22,CompanyN_3,Vol_InDi_2,Vol_OutD_2,AltName_23,CompanyN_4,Vol_InDi_3,Vol_OutD_3,AltName_24,CompanyN_5,Vol_InDi_4,Vol_OutD_4,AltName_25,CompanyN_6,Vol_InDi_5,Vol_OutD_5,AltName_26,CompanyN_7,Vol_InDi_6,Vol_OutD_6,AltName_27,CompanyN_8,Vol_InDi_7,Vol_OutD_7,AltName_28,CompanyN_9,Vol_InDi_8,Vol_OutD_8,AltName_29,Company_10,Vol_InDi_9,Vol_OutD_9,AltName_30,Company_11,Vol_InD_10,Vol_Out_10,AltName_31,Company_12,Vol_InD_11,Vol_Out_11,AltName_32,Company_13,Vol_InD_12,Vol_Out_12,AltName_33,Company_14,Vol_InD_13,Vol_Out_13,AltName_34,Company_15,Vol_InD_14,Vol_Out_14,AltName_35,Company_16,Vol_InD_15,Vol_Out_15,AltName_36,Company_17,Vol_InD_16,Vol_Out_16,AltName_37,Company_18,Vol_InD_17,Vol_Out_17,AltName_38,Company_19,Vol_InD_18,Vol_Out_18,AltName_39,Company_20,Vol_InD_19,Vol_Out_19,AltName_40,Company_21,Vol_InD_20,Vol_Out_20,AltName_41,Company_22,Vol_InD_21,Vol_Out_21,AltName_42,Company_23,Vol_InD_22,Vol_Out_22,AltName_43,Company_24,Vol_InD_23,Vol_Out_23,AltName_44,Company_25,Vol_InD_24,Vol_Out_24,AltName_45,Company_26,Vol_InD_25,Vol_Out_25,AltName_46,Company_27,Vol_InD_26,Vol_Out_26,AltName_47,Company_28,Vol_InD_27,Vol_Out_27,AltName_48,Company_29,Vol_InD_28,Vol_Out_28,AltName_49,Company_30,Vol_InD_29,Vol_Out_29,AltName_50,Company_31,Vol_InD_30,Vol_Out_30,AltName_51,Company_32,Vol_InD_31,Vol_Out_31,AltName_52,Company_33,Vol_InD_32,Vol_Out_32,AltName_53,Company_34,Vol_InD_33,Vol_Out_33,AltName_54,Company_35,Vol_InD_34,Vol_Out_34,AltName_55,Company_36,Vol_InD_35,Vol_Out_35,AltName_56,Company_37,Vol_InD_36,Vol_Out_36,AltName_57,Company_38,Vol_InD_37,Vol_Out_37,Total_In,Total_Out,Total
216,34200000000000,3415524063,"American Energy Associates, Inc.",TRUMBULL,41.46168187,-80.72238224,AMERICAN ENERGY ASSOCIATES INC,.,.,GREENE,JOHNSON DISPOSAL (SWIW # 23)     1,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,"American Energy Associates, Inc.",1254,21286,.,.,0,0,.,"American Energy Associates, Inc.",294,11456,.,"American Energy Associates, Inc.",347,37360,.,"American Energy Associates, Inc.",5528,65473,.,"American Energy Associates, Inc.",8073,43604,.,"American Energy Associates, Inc.",3137,37104,.,"American Energy Associates, Inc.",7995,26493,.,"American Energy Associates, Inc.",12556,53762,.,"American Energy Associates, Inc.",2024,14927,.,"American Energy Associates, Inc.",943,26228,.,"American Energy Associates, Inc.",1178,35426,.,"American Energy Associates, Inc.",1282,20058,.,"American Energy Associates, Inc.",1061,13193,.,"American Energy Associates, Inc.",1466,2204,.,"American Energy Associates, Inc.",1218,6717,.,"American Energy Associates, Inc.",425,6223,.,"American Energy Associates, Inc.",604,117,.,"American Energy Associates, Inc.",1740,50,.,"American Energy Associates, Inc.",874,140,.,"American Energy Associates, Inc.",830,25261,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,52829,447082,499911
217,34100000000000,3405120092,"Don Yohe Enterprises, Inc.",FULTON,41.55251356,-84.23804654,DON YOHE ENTERPRISES INC.,.,1/10/2014 0:00,GERMAN,WYSE & BLOSSER (SWIW #2),C2-24A,.,ODNR Permit scrape,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,"Don Yohe Enterprises, Inc.",0,0,.,"Don Yohe Enterprises, Inc.",0,0,.,"Don Yohe Enterprises, Inc.",0,0,.,.,0,0,.,"Don Yohe Enterprises, Inc.",0,0,.,"Don Yohe Enterprises, Inc.",0,0,.,"Don Yohe Enterprises, Inc.",0,0,.,"Don Yohe Enterprises, Inc.",0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,0,0,0
218,34000000000000,3400723262,B & B Oilfield Service Inc.,ASHTABULA,41.5624936,-80.99269693,B & B OILFIELD SER INC,.,.,WINDSOR,CLINTON OIL SWIW  {SWIW#21}     2,.,AI,SWD-july2018,.,B & B Oilfield Service Inc.,39206,7514,.,B & B Oilfield Service Inc.,40003,9513,.,B & B Oilfield Service Inc.,35932,13164,.,B & B Oilfield Service Inc.,26806,28756,.,B & B Oilfield Service Inc.,21968,52616,.,B & B Oilfield Service Inc.,27341,83108,.,B & B Oilfield Service Inc.,23748,103435,.,B & B Oilfield Service Inc.,10317,26997,.,B & B Oilfield Service Inc.,23167,121306,.,B & B Oilfield Service Inc.,20312,42637,.,B & B Oilfield Service Inc.,28701,25506,.,B & B Oilfield Service Inc.,21655,55532,.,B & B Oilfield Service Inc.,19639,23371,.,B & B Oilfield Service Inc.,19867,53337,.,B & B Oilfield Service Inc.,14777,27413,.,B & B Oilfield Service Inc.,17386,14865,.,B & B Oilfield Service Inc.,19253,31299,.,B & B Oilfield Service Inc.,14796,51854,.,B & B Oilfield Service Inc.,8330,59764,.,B & B Oilfield Service Inc.,16944,28323,.,B & B Oilfield Service Inc.,15559,41653,.,B & B Oilfield Service Inc.,18096,72039,.,B & B Oilfield Service Inc.,7874,13090,.,B & B Oilfield Service Inc.,8993,9293,.,B & B Oilfield Service Inc.,7324,3151,.,B & B Oilfield Service Inc.,4336,5644,.,B & B Oilfield Service Inc.,8734,3877,.,B & B Oilfield Service Inc.,5342,5259,.,B & B Oilfield Service Inc.,5392,4642,.,B & B Oilfield Service Inc.,2440,4272,.,B & B Oilfield Service Inc.,3195,1255,.,B & B Oilfield Service Inc.,4319,3278,.,B & B Oilfield Service Inc.,3251,10204,.,B & B Oilfield Service Inc.,7083,13608,.,B & B Oilfield Service Inc.,7565,48594,.,B & B Oilfield Service Inc.,3312,33043,.,B & B Oilfield Service Inc.,0,0,.,B & B Oilfield Service Inc.,0,0,606898,1238444,1845342
219,0,3405520682,Big Sky Energy,.,41.56616884,-81.1773551,.,.,.,.,.,.,.,No match,.,.,0,0,.,Big Sky Energy,1467,612,.,Big Sky Energy,391,57,.,Big Sky Energy,315,40,.,Big Sky Energy,131,755,.,Big Sky Energy,1764,412,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,125,0,.,Big Sky Energy,0,0,.,Big Sky Energy,1317,0,.,Big Sky Energy,651,1840,.,Big Sky Energy,1193,0,.,Big Sky Energy,1416,0,.,Big Sky Energy,1605,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,10637,5226,15863
220,34000000000000,3400721673,Big Sky Energy,ASHTABULA,41.57594292,-80.77375039,BIG SKY ENERGY INC,.,.,NEW LYME,H.PERRY {SWIW#7}     1,.,AI,SWD-july2018,.,Big Sky Energy,712,464,.,Big Sky Energy,1461,666,.,Big Sky Energy,3157,877,.,Big Sky Energy,913,354,.,Big Sky Energy,407,98,.,Big Sky Energy,1362,0,.,.,0,0,.,Big Sky Energy,436,0,.,Big Sky Energy,1688,0,.,Big Sky Energy,919,0,.,.,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,.,0,0,.,.,0,0,.,Big Sky Energy,1545,0,.,.,0,0,.,.,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,13413,2655,16068
221,34100000000000,3405520773,"STMX GAS, INC.",GEAUGA,41.60201461,-81.02012769,"PETROX, INC",.,.,MONTVILLE,F. MCKEON {SWIW#4}     1,.,AI,SWD-july2018,.,PT Services LLC,3853,42,.,PT Services LLC,5432,0,.,PT Services LLC,6854,95,.,PT Services LLC,7007,70,.,PT Services LLC,7184,0,.,PT Services LLC,4421,0,.,PT Services LLC,7199,0,.,"PETROX, INC.",6599,162,.,PT Services LLC,5151,0,.,PT Services LLC,4214,0,"Petrox, INC",PT Services LLC,4015,0,"Petrox, INC",PT Services LLC,2797,0,"Petrox, INC",PT Services LLC,4058,0,"Petrox, INC",PT Services LLC,5087,0,"Petrox, INC",PT Services LLC,2466,0,"Petrox, INC",PT Services LLC,4634,0,"Petrox, INC",PT Services LLC,6612,0,"Petrox, INC",PT Services LLC,2702,0,"Petrox, INC",PT Services LLC,1317,0,"Petrox, INC",PT Services LLC,2508,0,"Petrox, INC",PT Services LLC,3367,0,"Petrox, INC",PT Services LLC,1977,0,.,PT Services LLC,727,0,Petrox,PT Services LLC,2216,0,.,PT Services LLC,1264,0,.,PT Services LLC,889,0,.,PT Services LLC,593,0,.,PT Services LLC,1044,0,.,PT Services LLC,956,0,.,PT Services LLC,723,0,.,PT Services LLC,427,0,.,PT Services LLC,373,0,.,PT Services LLC,161,0,.,"STMX Gas, Inc.",758,404,.,"STMX GAS, INC.",997,65,.,"STMX GAS, INC.",502,274,.,"STMX GAS, INC.",0,0,.,"STMX GAS, INC.",0,0,125452,1112,126564
222,34000000000000,3400722038,"D & L Energy, Inc.",ASHTABULA,41.60388337,-80.78837379,D & L ENERGY INC,.,.,NEW LYME,PAROBEK {SWIW#12}     2,.,SI,SWD-july2018,.,"D & L Energy, Inc.",0,2139,.,"D & L Energy, Inc.",391,19640,.,"D & L Energy, Inc.",121,12083,.,"D & L Energy, Inc.",218,12682,.,"D & L Energy, Inc.",130,14359,.,"D & L Energy, Inc.",510,14179,.,"D & L Energy, Inc.",390,25566,.,"D & L Energy, Inc.",0,25045,.,"D & L Energy, Inc.",45503,745,.,"D & L Energy, Inc.",0,0,.,"D & L Energy, Inc.",0,0,.,.,0,0,.,.,0,0,.,"D & L Energy, Inc.",0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,47523,155156,202679
223,34000000000000,3400721847,Shalelogix LLC,ASHTABULA,41.61326885,-80.78264185,SHALELOGIX LLC,.,.,NEW LYME,RHOA (SWIW # 8)     3,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,SHALELOGIX,10120,6997,.,SHALELOGIX,2704,93961,.,Shalelogix LLC,2495,123806,.,Shalelogix LLC,1230,128634,.,SHALELOGIX,1354,120958,.,SHALELOGIX,1783,123466,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,Shalelogix LLC,734,20753,.,Shalelogix LLC,2873,27319,.,Shalelogix LLC,3304,43459,.,Shalelogix LLC,9351,28674,.,Shalelogix LLC,2869,26979,.,Shalelogix LLC,3191,31251,.,Shalelogix LLC,0,0,.,Shalelogix LLC,0,0,42008,776255,818263
224,34100000000000,3405521059,Big Sky Energy,GEAUGA,41.6174612,-81.13186686,BIG SKY ENERGY INC,.,.,HAMBDEN,L. NORLIN UNIT {SWIW#6}     1,.,AI,SWD-july2018,.,Big Sky Energy,0,527,.,Big Sky Energy,87,0,.,Big Sky Energy,27,0,.,Big Sky Energy,159,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,.,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,.,Big Sky Energy,0,0,273,527,800
225,34000000000000,3400720245,"C & D Oil & Gas, LLC",ASHTABULA,41.64656133,-80.72394655,C & D OIL & GAS LLC,.,.,LENOX,VICTORIA LUKEY FKA C. & T. KELNER {SWIW#9}     1,.,AI,SWD-july2018,.,Ridgway Realty & Land Development,7140,0,.,Ridgway Realty & Land Development,7341,0,.,Ridgway Realty & Land Development,5470,0,.,Ridgway Realty & Land Development,7877,0,.,Ridgway Realty & Land Development,6701,0,.,Ridgway Realty & Land Development,10434,0,.,Ridgway Realty & Land Development,4524,0,.,Ridgway Realty & Land Development,2657,0,.,Ridgway Realty & Land Development,6367,0,.,Ridgway Realty & Land Development,5212,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,5700,0,.,Ridgway Realty & Land Development,15204,0,.,Ridgway Realty & Land Development,11908,0,.,Ridgway Realty & Land Development,10943,0,.,Ridgway Realty & Land Development,6610,0,.,Ridgway Realty & Land Development,12633,0,.,Ridgway Realty & Land Development,8612,0,.,Ridgway Realty & Land Development,8792,0,.,Ridgway Realty & Land Development,3418,0,.,Ridgway Realty & Land Development,1446,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,162391,0,162391
226,34000000000000,3400720357,PT Services LLC,ASHTABULA,41.69736381,-80.74344234,"PETROX, INC",.,.,LENOX,ARCHIBALD-HAMILTON UNIT (SWIW#22)     1,.,AI,SWD-july2018,.,PT Services LLC,8417,0,.,PT Services LLC,8545,0,.,PT Services LLC,8057,0,.,PT Services LLC,6422,0,.,PT Services LLC,6147,0,.,PT Services LLC,5101,0,.,PT Services LLC,6303,60,.,"PETROX, INC.",8400,0,.,PT Services LLC,9663,0,.,PT Services LLC,7078,65,"Petrox, INC",PT Services LLC,8217,0,"Petrox, INC",PT Services LLC,4506,0,"Petrox, INC",PT Services LLC,7100,0,"Petrox, INC",PT Services LLC,6329,0,"Petrox, INC",PT Services LLC,5946,0,"Petrox, INC",PT Services LLC,6397,0,"Petrox, INC",PT Services LLC,2936,0,"Petrox, INC",PT Services LLC,6399,0,"Petrox, INC",PT Services LLC,2910,0,"Petrox, INC",PT Services LLC,6266,0,"Petrox, INC",PT Services LLC,5342,0,"Petrox, INC",PT Services LLC,4187,0,.,PT Services LLC,4309,0,Petrox,PT Services LLC,3299,0,.,PT Services LLC,4340,0,.,PT Services LLC,3087,0,.,PT Services LLC,4587,0,.,PT Services LLC,4081,0,.,PT Services LLC,3466,0,.,PT Services LLC,4083,0,.,PT Services LLC,3523,0,.,PT Services LLC,3710,0,.,PT Services LLC,2868,0,.,PT Services LLC,4033,0,.,PT Services LLC,3289,0,.,PT Services LLC,4252,0,.,PT Services LLC,0,0,.,PT Services LLC,0,0,205889,125,206014
227,34100000000000,3408521094,Rockefeller Oil Company,LAKE,41.71003427,-81.1775262,ROCKEFELLER OIL COMPANY LLC,.,.,LEROY,VROOMAN(SWIW #6)     1,.,AI,SWD-july2018,.,Great Plains Exploration LLC,17870,0,.,Great Plains Exploration LLC,16405,0,.,Great Plains Exploration LLC,13490,0,.,Great Plains Exploration LLC,19805,0,.,Great Plains Exploration LLC,15640,0,.,Great Plains Exploration LLC,10080,0,.,Great Plains Exploration LLC,10900,0,.,Great Plains Exploration LLC,10320,0,.,Great Plains Exploration LLC,8240,0,.,Great Plains Exploration LLC,5760,0,.,Great Plains Exploration LLC,5690,0,.,Great Plains Exploration LLC,6530,0,.,Great Plains Exploration LLC,6090,0,.,Great Plains Exploration LLC,5590,0,.,Great Plains Exploration LLC,4600,0,.,Great Plains Exploration LLC,5370,2160,.,Great Plains Exploration LLC,5685,0,.,Great Plains Exploration LLC,4280,3270,.,Great Plains Exploration LLC,3600,2180,.,Great Plains Exploration LLC,0,0,.,Great Plains Exploration LLC,0,0,.,Great Plains Exploration LLC,0,0,.,Rockefeller Oil Company,0,0,.,Rockefeller Oil Company,3460,1780,.,Rockefeller Oil Company,0,0,.,Rockefeller Oil Company,1440,0,.,Rockefeller Oil Company,0,0,.,Rockefeller Oil Company,1520,980,.,Rockefeller Oil Company,5520,0,.,Rockefeller Oil Company,4780,0,.,Rockefeller Oil Company,2960,600,.,Rockefeller Oil Company,0,600,.,Rockefeller Oil Company,130,1200,.,Rockefeller Oil Company,320,1350,.,Rockefeller Oil Company,160,1500,.,Rockefeller Oil Company,160,2400,.,Rockefeller Oil Company,0,0,.,Rockefeller Oil Company,0,0,227675,18020,245695
228,34000000000000,3400720360,"C & D Oil & Gas, LLC",ASHTABULA,41.71378154,-80.74003376,C & D OIL & GAS LLC,.,.,LENOX,HERMAN E & C & JANSON N & W (SWIW # 3)     1,.,AI,SWD-july2018,.,Ridgway Realty & Land Development,8288,0,.,Ridgway Realty & Land Development,5848,0,.,Ridgway Realty & Land Development,5366,0,.,Ridgway Realty & Land Development,6139,0,.,Ridgway Realty & Land Development,4730,0,.,Ridgway Realty & Land Development,1423,0,.,Ridgway Realty & Land Development,2675,0,.,Ridgway Realty & Land Development,2586,0,.,Ridgway Realty & Land Development,4353,0,.,Ridgway Realty & Land Development,5136,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,3036,0,.,Ridgway Realty & Land Development,1708,0,.,Ridgway Realty & Land Development,1765,0,.,Ridgway Realty & Land Development,1256,0,.,Ridgway Realty & Land Development,449,0,.,Ridgway Realty & Land Development,2701,0,.,Ridgway Realty & Land Development,1948,0,.,Ridgway Realty & Land Development,2628,0,.,Ridgway Realty & Land Development,2435,0,.,Ridgway Realty & Land Development,1122,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,Ridgway Realty & Land Development,0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,.,"C & D Oil & Gas, LLC",0,0,75052,0,75052
229,34000000000000,3400723192,Petrowater Inc.,ASHTABULA,41.75256269,-80.70740994,DIETRICH PHILIP H,.,.,DENMARK,P. H. DIETRICH {SWIW#20}     1,.,AI,SWD-july2018,.,Petrowater Inc.,36166,9310,.,Petrowater Inc.,34674,10501,.,Petrowater Inc.,34886,7478,.,Petrowater Inc.,41041,4081,.,Petrowater Inc.,38375,30374,.,Petrowater Inc.,50419,29579,.,Petrowater Inc.,42903,58369,.,Petrowater Inc.,42707,35418,.,Petrowater Inc.,39386,42230,.,Petrowater Inc.,42756,21781,.,Petrowater Inc.,38144,18539,.,Petrowater Inc.,41041,17872,.,Petrowater Inc.,41022,15997,.,Petrowater Inc.,42007,19852,.,Petrowater Inc.,33659,10261,.,Petrowater Inc.,40005,13193,.,Petrowater Inc.,30886,8623,.,Petrowater Inc.,45163,28343,.,Petrowater Inc.,31577,37263,.,Petrowater Inc.,31445,38269,.,Petrowater Inc.,29846,38240,.,Petrowater Inc.,28824,59824,.,Petrowater Inc.,21143,9688,P.H. Dietrich,Petrowater Inc.,22584,43310,P.H. Dietrich,Petrowater Inc.,18484,62541,.,Petrowater Inc.,24130,24653,.,Petrowater Inc.,24254,19678,.,Petrowater Inc.,22087,20,.,Petrowater Inc.,25801,0,.,Petrowater Inc.,48070,650,.,Petrowater Inc.,37455,66,.,Petrowater Inc.,60580,70,.,Petrowater Inc.,62152,140,.,Petrowater Inc.,53215,80,.,Petrowater Inc.,49918,0,.,Petrowater Inc.,42514,38,.,Petrowater Inc.,0,0,.,Petrowater Inc.,0,0,1426069,777079,2203148
230,34000000000000,3400724557,Petrowater Inc.,ASHTABULA,41.75366776,-80.70787448,DIETRICH PHILIP H,.,.,DENMARK,P H DIETRICH (SWIW #36)     2,.,AI,SWD-july2018,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,.,.,0,0,P.H. Dietrich,Petrowater Inc.,0,0,P.H. Dietrich,Petrowater Inc.,2202,2203,.,Petrowater Inc.,3237,3237,.,Petrowater Inc.,297,297,.,Petrowater Inc.,684,0,.,Petrowater Inc.,378,0,.,Petrowater Inc.,778,0,.,Petrowater Inc.,467,0,.,Petrowater Inc.,759,0,.,Petrowater Inc.,639,0,.,Petrowater Inc.,604,0,.,Petrowater Inc.,505,0,.,Petrowater Inc.,525,0,.,Petrowater Inc.,0,0,.,Petrowater Inc.,0,0,11075,5737,16812
231,34000000000000,3400720919,"American Energy Associates, Inc.",ASHTABULA,41.76775357,-80.56904107,AMERICAN ENERGY ASSOCIATES INC,.,.,PIERPONT,RENSHAW/BRADNAN {SWIW#23}     1,.,AI,SWD-july2018,.,"American Energy Associates, Inc.",484,12707,.,"American Energy Associates, Inc.",1554,13500,.,"American Energy Associates, Inc.",943,6481,.,"American Energy Associates, Inc.",842,9597,.,"American Energy Associates, Inc.",2068,14565,.,"American Energy Associates, Inc.",2393,28149,.,"American Energy Associates, Inc.",2461,32840,.,"American Energy Associates, Inc.",2428,31448,.,"American Energy Associates, Inc.",5220,25904,.,"American Energy Associates, Inc.",7617,45723,.,"American Energy Associates, Inc.",6762,27586,.,"American Energy Associates, Inc.",3136,27369,.,"American Energy Associates, Inc.",2639,28354,.,"American Energy Associates, Inc.",1305,7285,.,"American Energy Associates, Inc.",1332,12236,.,"American Energy Associates, Inc.",2116,22409,.,"American Energy Associates, Inc.",2773,28394,.,"American Energy Associates, Inc.",1729,21846,.,"American Energy Associates, Inc.",3810,9453,.,"American Energy Associates, Inc.",32932,29231,.,"American Energy Associates, Inc.",7591,22706,.,"American Energy Associates, Inc.",6770,27764,.,"American Energy Associates, Inc.",5203,11126,.,"American Energy Associates, Inc.",3476,11165,.,"American Energy Associates, Inc.",4367,9803,.,"American Energy Associates, Inc.",7199,10833,.,"American Energy Associates, Inc.",6223,4640,.,"American Energy Associates, Inc.",5229,7587,.,"American Energy Associates, Inc.",4540,6518,.,"American Energy Associates, Inc.",2227,49,.,"American Energy Associates, Inc.",1692,0,.,"American Energy Associates, Inc.",3178,0,.,"American Energy Associates, Inc.",1724,0,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,.,"American Energy Associates, Inc.",0,0,148099,576398,724497
232,34100000000000,3408520266,Pet Processors LLC,LAKE,41.77738835,-81.20354352,PET PROCESSORS L.L.C,.,.,PAINESVILLE,IRC FIBERS CO. (SWIW#2)     3,.,AI,SWD-july2018,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,.,Pet Processors LLC,0,0,0,0,0
